full_text,token_count,text_clean,label
Siibu kena pinjol lwat pacarny si bocah bangsat ini. Jdi pake paylater shopee akun pacar si bangsat yg ditagih sipacar tpi yg mke duitnya itu si ibu.Krna si keluarga si pacar gk mau bayar utang krna yg pake duidnya bukan dia ya nggak mau bayar lah.,91,siibu kena pinjol lwat pacarny si bocah bangsat ini jdi pake paylater shopee akun pacar si bangsat tagih sipacar mke duit si ibu krna si keluarga si pacar mau bayar utang krna yang pake duidnya bukan ya mau bayar lah,negatif
Orang² yg kerja di shopee itu kalo punya tagihan paylater apa nanti ditagih nya langsung di kantor?,32,orang2 kerja shopee kalo punya tagih paylater apa tagih nya langsung kantor,negatif
@sukaskincarean Shopee paylater Ditagih tiap tanggal berapa emang kak Yum?,24,mention shopee paylater tagih tiap tanggal berapa emang kak yum,netral
yang mau gestun tiktok paylater bisa ke @cerhah cek dulu profilnya kaka. jaminan pasti amanah‼️ #zonauang,38,mau gestun tiktok paylater ke mention cek dulu profil kaka jamin amanah zonauang,positif
Transaksi 30 November 2025 Gopaylater via co tokped 300k Gopaylater via co tokped 1 1jt #testigestundaisy https://t.co/OXqRoq6TxS,49,transaksi 30 november 2025 gopaylater via co tokped 300k gopaylater via co tokped 1 1jt testigestundaisy,negatif
 DICARI: Responden Penelitian Shopee PayLater Pernah ditagih Shopee PayLater di tengah malam hari Minggu atau libur nasional?,38,cari responden teliti shopee paylater pernah tagih shopee paylater tengah malam hari minggu libur nasional,negatif
Saya sedang melakukan penelitian mengenai klausula penagihan di luar jam kerja pada SHOPEE PAY LATER. KRITERIA: Pengguna Shopee PayLater Pernah ditagih di luar jam 08.00-20.00 Bersedia wawancara online (identitas aman) Isi formulir: https://t.co/Vkv6JQy2cw,91,sedang laku teliti kena klausula tagih luar jam kerja shopee pay later kriteria guna shopee paylater pernah tagih luar jam 08 00-20 00 sedia wawancara online identitas aman isi formulir,negatif
@smoothiesboba @tanyarlfes Wah ga paham juga ya atau mungkin karna domisili deh ga ada dc nya jadi kalo nunggak paylater akulaku shopee kredivo dll tu ga bakal ditagih kerumah,62,mention mention wah paham ya mungkin karna domisili deh ada dc nya jadi kalo nunggak paylater akulaku shopee kredivo tu bakal tagih rumah,negatif
@IlonaPermatasa1 @jek___ Muka songong amat kaya pas ditagih Shopee Paylater,27,mention mention muka songong kaya pas tagih shopee paylater,negatif
drama semalam supervisor gw tiba-tiba niat pengen ngutang pakai shopee paylater akun gw dan dia maksa lagi tapi dia gagal sorry ye untuk gw punya prinsip lebih baik lu pundung daripada gw yang stress repot ditagih hutang sama DC,65,drama malam supervisor gw tiba niat ken ngutang pakai shopee paylater akun gw maksa tapi dia gagal sorry ye gw punya prinsip lebih baik kamu pundung gw stress repot tagih hutang sama dc,negatif
Halo @ShopeeID min mau minta tolong ini akun shopee temanku gak bisa dibuka di semua device bahkan checkout aja gak bisa. Dia ada tanggungan shopee paylater + spinjam trus ditagih sama pihak shopee temenku ini minta tolong untuk potong saldo spaynya aja sisanya di tf (cont),88,halo mention min mau minta akun shopee teman bisa buka semua device bahkan checkout aja bisa ada tanggung shopee paylater spinjam trus tagih sama pihak shopee temenku ini minta untuk potong saldo spaynya aja sisa tf cont,negatif
Gue gapunya aplikasi shopee kok ditagih shopee paylater ya gimana dah nih maksudnya @ShopeeID,32,gapunya aplikasi shopee kok tagih shopee paylater gimana dah nih maksud mention,negatif
gestun paylater byvio ⋆.˚ spaylater kredivo gopaylater akulaku blibli indodana credinex cc yupcard hci allobank tokopediacard bca mandiri paylater untuk info lebih lengkap transaksi by WhatsApp https://t.co/xOl1y5Aitj,72,gestun paylater byvio spaylater kredivo gopaylater akulaku blibli indodana credinex cc yupcard hci allobank tokopediacard bca mandiri paylater info lebih lengkap transaksi by whatsapp,netral
@ShopeeID @MeliriyaniD Pihak shopee mohon bantuannya juga 2 bulan ini saya terus saja ditagih karena penipuan yang terjadi via shopee paylater ke mereka 2 bulan lalu. Bukti transaksi semua juga masih ada mohon bantuannya juga min ,73,mention mention pihak shopee mohon bantu 2 bulan saya terus tagih tipu jadi via shopee paylater mereka 2 bulan lalu bukti transaksi semua masih mohon bantu min,negatif
@cuitan__ @kegblgnunfaedh Wah sama kita kak. Ditagih CC Mandiri 30 juta Leasing Adira 2 motor Vario Shopee Paylater 10 juta belum lagi pinjol2 itungan jutaan juga. Untungnya aku udah gak kontakan lagi sama pelaku. Yaudah cuekin aja.,82,mention mention wah sama kak tagih cc mandiri 30 juta leasing adira 2 motor vario shopee paylater 10 juta pinjol2 itungan juta juga untung aku tidak kontak lagi sama laku yaudah cuekin aja,negatif
@tanyarlfes Oh anjir ternyata gini gue juga punya modelan orang persis gini gaya hidupp ga sesuai dompet pesen shopee terus terusan pake paylater awal mau pinjem kasian ditagih terus sm paylater katanya yaudah gue kasih iya emang dibalikin tapi lama kelamaan dijadiin dana darurat,94,mention anjir nyata gin juga punya model orang persis gin gaya hidupp sesuai dompet sen shopee terus terus pake paylater awal mau pinjem kasi tagih terus sama paylater kata yaudah kasih iya emang dibalikin lama lama dijadiin dana darurat,negatif
@Vx_5555 @ShopeeCare @ShopeePay_ID @ShopeeID @shopee Nder km bilang itu daftar paylater pake ktp ibumu?? berarti ini nanti yg bakal dicari/ditagih ya ibumu nder.. udah bilang apa belum sama ibu??,72,mention mention mention mention mention nder km bilang daftar paylater pake ktp ibu arti nanti bakal cari tagih ibu nder bilang apa sama ibu,negatif
punya pembayaran paylater di shopee tp bukan aku yg pinjem ( temen2 aku pasti tau ceritanya) dgn berat hati aku yg bayar tagihannya krn demi nama baik aku tp sm shopee malah ditagih ke kontak yg bkn kontak darurat ini shopee knp sih? @ShopeeID,82,punya bayar paylater shopee bukan aku pinjem temen2 aku tau cerita berat hati aku bayar tagih demi nama baik aku sama shopee malah tagih kontak bkn kontak darurat shopee sih mention,negatif
INI KALAUUUU BISA SY UBAH PAYMENTNYA YA SY UBAHHH!!!! MASALAHNYA TUH NGGA BISAAAA SY KEBURU LAPER NGGA ADA YG MAU AMBIL OTAK SAYA NGGA JALAN KALAU NGGA MAKAN DULU,71,kalauu ubah paymentnya ubahh masalah tuh ngga bisaa saya keburu laper ngga yang mau ambil otak saya ngga jalan kalau ngga makan dulu,negatif
Bahaya la shopee ni.... mentang mentang pakat dah gaji dia pi buat sale ada free shipping lah 66% off vouchers lah fuhhh bahaya. Tau tau balance account i tinggal RM6.60 je.,51,bahaya la shopee ni mentang mentang pakat dah gaji pi buat sale free shipping lah 66 off vouchers lah fuhh bahaya tau tau balance account i tinggal rm6 60 je,negatif
@tubirfess yah ko mau aja sih pinjem2in paylater ke orang. janganlah nder. pihak shopee mah taunya kamunyg ngutang. bilang aja ke ortunya kalo udah gini,58,mention yah ko mau aja sih pinjem2in paylater orang jangan nder pihak shopee mah tau kamunyg ngutang bilang aja ortunya kalo gin,negatif
wkwk ada juga yang ngampus pake tas bagus hp bagus sepatu bagus royal sama temen tiap bulan rutin ke dokter hobi jastip bahan kuliah tp begitu ditagih duitnya selalu bilang nanti dulu ya aku belum bayar shopee paylater sama pinjol ,75,wkwk juga ngampus pake tas bagus hp bagus sepatu bagus royal sama temen tiap bulan rutin dokter hobi jastip bahan kuliah begitu tagih duit selalu bilang dulu aku bayar shopee paylater sama pinjol,positif
Buat kamu yang pengen belanja tapi uang bulanan udah tipis gak usah khawatir. Kamu bisa belanja pakai SPayLater! Beli barang incaranmu &amp; bayarnya nanti! Makin lengkap karena sekarang bisa dicicil &amp; ada promo Pasti Cashback s/d 1JT! Cek di https://t.co/e3eoG5YWza #ShopeeID https://t.co/uGIRfW4l7b,111,buat kamu ken belanja uang bulan tipis usah khawatir kamu belanja pakai spaylater beli barang incar amp bayar nanti makin lengkap sekarang cicil amp promo cashback s d 1jt cek shopeeid,negatif
Maaf oot guys tiati yah shopee itu yg terdaftar identitas kita juga ada paylaternya. Sekarang kebijakan shopee itu ketat jgn sembarangan kasih toko kalian atau nanti kena blokir https://t.co/7rTCtlPo8G,69,maaf oot guys tiati yah shopee yang daftar identitas juga paylaternya sekarang bijak shopee ketat jgn sembarang kasih toko kalian nanti kena blokir,positif
Sobat Shopee! Kini kamu bisa belanja apapun dengan promo cicilan pakai SPayLater! Ada EXTRA CASHBACK &amp; CICILAN 0%! Yuk belanja akhir tahun pakai SPayLater di sini https://t.co/FjTwxWPWke #ShopeeID https://t.co/4qZhPwUpHg,84,sobat shopee kini kamu belanja apa promo cicil pakai spaylater extra cashback amp cicil 0 yuk belanja akhir tahun pakai spaylater sini shopeeid,positif
Shopee Hadir Dengan Ciri Membeli Terlebih Dahulu Dan Bayar Kemudian - SPayLater https://t.co/XMeytEh3d1 https://t.co/A4W3OfIDJv,52,shopee hadir ciri beli lebih dan bayar kemudian - spaylater,positif
Promo ShopeeFood Diskon 100% *Khusus Pembayaran Spaylater *Klaim disini tanpa Refresh https://t.co/kiIr64J15h [11:00] Diskon s/d 22RB [12:00] Diskon s/d 15RB [15:00] Diskon s/d 20RB [18:00] Diskon s/d 25RB [19:00] Diskon s/d 18RB https://t.co/r1As7Yhls2,112,promo shopeefood diskon 100 khusus bayar spaylater klaim sini refresh 11 00 diskon s d 22rb 12 00 diskon s d 15rb 15 00 diskon s d 20rb 18 00 diskon s d 25rb 19 00 diskon s d 18rb,positif
@mnurashrullah @meeranoah @IqbalSheikhAli Yup. Bayar through shopee if kita puas hati dgn barang yang dah sampai baru shopee akan release duit dekat seller. Tak puas hati return bila seller dah accept barang baru shopee release duit masuk wallet kita. Thats why i shopping online guna shopee je. Takde la kena scam.,94,mention mention mention yup bayar through shopee if puas hati barang dah baru shopee release duit dekat seller tak puas hati return bila seller dah accept barang baru shopee release duit masuk wallet kita thats why i shopping online shopee je takde la kena scam,negatif
@Askrlfess DC yg nagih terus udh ku lunasin tuh 175k abis itu gapernah nambah lg paylaternya 0 mulu. Dlu dpt limit 750k. Ati ati pake paylater klo telat bayar shopee bakal serahin ke pihak ketiga yaitu DC annoying.,82,mention dc nagih terus ku lunasin tuh 175k abis gapernah nambah lg paylaternya 0 mulu dlu dpt limit 750k ati ati pake paylater klo telat bayar shopee bakal serahin pihak tiga dc annoying,negatif
@kegblgnunfaedh Udah dipinjemin duit ngaku buat anaknya dipake buat bayar paylater shopee sama nongkrong di cafe.. ditagih ga punya duit tp apdet kofisyop setiap hari.. kl seratus dua ratus ribu doang sih gua iklasin dah,79,mention dipinjemin duit ngaku buat anak dipake buat bayar paylater shopee sama nongkrong cafe tagih punya duit apdet kofisyop hari kl ratus ratus ribu doang sih gua iklasin dah,negatif
@jojanyuk @margaretajeng @tubbirfess Apalagi bayar pake shopee paylater 6 bulan cicilan tiap 10 menit kebangun karena ketakutan ,49,mention mention mention bayar pake shopee paylater 6 bulan cicil tiap 10 menit bangun takut,negatif
@tubirfess Aduh sekalian mau tanya nih aku punya akun shopee tapi g pernah aktifin paylater atau spinjam misalnya amit2 ada yg ngehack akun kalo mau ngaktifin itu kan mesti verif ktp kan? Jadi kalo akunya ke hack yg ditagih yg ngehacknya kan? Bukan yg punya akun awal kan? Apa gimana?,101,mention aduh sekali mau tanya nih aku punya akun shopee g pernah aktifin paylater spinjam misal amit2 ngehack akun kalo mau ngaktifin kan mesti verif ktp kan jadi kalo aku hack tagih ngehacknya kan bukan yang punya akun awal kan apa gimana,netral
@ShopeeID Min gratis ongkir buat shopee paylater juga dong :( Mau jajan. Saya pun bayar shopee paylater ga sampe ditagih :(,42,mention min gratis ongkir buat shopee paylater dong mau jajan pun bayar shopee paylater sampe tagih,positif
@yufiseba @worksfess Jangankan temen sodara aja yg bisa ga tanggung jawab. Temenku ada sodaranya yg numpang paylater di shopee cuma dibayar cicilan sebulan doang. Abis itu misuh-misuh kalo ditagih.,69,mention mention jangan temen sodara aja bisa tanggung jawab temenku sodaranya numpang paylater shopee cuma bayar cicil bulan doang abis misuh kalo tagih,negatif
@bertaburkan @sbyfess Paylater e udah lunas dari pas pertama dee kakean alasan pas ditagih wes mambu lek bakale ga di lunasi dadi langsung tak lunasi soal e ada foto KTP ku aku wedi digolek i pihak shopee,71,mention mention paylater e lunas pas pertama dee kakean alas pas tagih wes mambu lek bakale di lunas dadi langsung tak lunas soal e foto ktp ku aku wedi golek i pihak shopee,negatif
INGAT! 15 Januari ada SPayLater Day di Shopee‼️ Belanja apapun CICILAN 0% SEMUA PRODUK HANYA SATU HARI! Ada Flash Sale RP1.000 iPhone 14 TV TCL &amp; Dyson Hairdryer juga! Yuk aktivasi SPayLater kamu! Promo hanya bisa dinikmati pake SPayLater yaa https://t.co/N1tC7W6yk9 https://t.co/SOAT4owELW,113,ingat 15 januari spaylater day shopee belanja apa cicil 0 semua produk satu hari flash sale rp1 00 iphone 14 tv tcl amp dyson hairdryer juga yuk aktivasi spaylater kamu promo bisa nikmat pake spaylater yaa,positif
gue ada beli barang di shopee live hari jumat ya ini toko tuh emang terkenal galak btw kalo co wajib dipayment &lt;5 menit lebih dari itu bakal dicancel dan akun lu diblokir trus barusan gue nanya baik2 di live pesenan gue dibatalin dong ,76,ada beli barang shopee live hari jumat ini toko tuh emang kenal galak btw kalo co wajib dipayment lt 5 menit lebih itu bakal dicancel akun kamu blokir trus barusan nanya baik2 live sen dibatalin dong,positif
Ada temen minjem shopee paylater sama traveloka paylater gue kan gue polos ya gue kasih aja toh gue gapake. Eh pas ditagih suruh bayar bilangnya ntar ntar mulu tp malah update ig story mau jalan2 beli baju duhh gimana si manusia,75,temen minjem shopee paylater sama traveloka paylater kan polos saya kasih aja saya gapake eh pas tagih suruh bayar bilang ntar ntar mulu malah update ig story mau jalan2 beli baju duhh gimana si manusia,positif
Siapa yang tak pernah shopping kat Shopee? Family ke parents ke kawan ke? Sign up Shopee activate ShopeePay Premium lepastu boleh dapat rewards ⤵️ RM25 eDuit in ShopeePay RM60 worth ShopeePay offline voucher RM15 welcome voucher For more info: https://t.co/rJ5aBaiBJI https://t.co/YGhQl9mvzO,94,siapa tak pernah shopping kat shopee family parents kawan ke sign up shopee activate shopeepay premium lepastu dapat rewards rm25 eduit in shopeepay rm60 worth shopeepay offline voucher rm15 welcome voucher for more info,positif
Calling my malaysian thai singapore and philipines moots deobiiii shipping available via Shopee your country let's go &amp; grab yourrrrs ,36,calling my malaysian thai singapore and philipines moots deobii shipping available via shopee your country let s go amp grab yourrs,positif
Punya shopee paylater teh limitnya abis dipake belanja sama para tetangga urang nya mah cuma belanja 120rebu aja sebulan. Ya gak papa sih yg penting mah bayar pas ditagih langsung bayarrrr,61,punya shopee paylater teh limit abis dipake belanja sama tetangga urang nya mah cuma belanja 120rebu aja bulan tidak papa sih penting mah bayar pas tagih langsung bayarr,positif
@KusKusnii gue gak termasuk pengguna shopee paylater tapi apa yg salah? selama mrka bisa bayar dan bayar itu pke duit sndri sprtinya lebih baik dripda dgn gatau dirinya minjem punya orang smpe akhirnya pindah kepemilikan atau hedon dgn minjem duit org tpi tiap ditagih alasan mulu,95,mention tidak masuk guna shopee paylater apa salah lama mrka bayar bayar pke duit sndri sprtinya lebih baik dripda gatau diri minjem punya orang smpe akhir pindah milik hedon minjem duit org tiap tagih alas mulu,positif
@dayjaem @Amarteur @ShopeeID Kalau shopeepay semacam dompet online jadi kita langsung bayar pesanannya ke shopee. Kalau paylater kita bayar ke shopee-nya nanti dan akan ditagih sampai waktu yg ditentukan misalnya tgl 25 tiap bulannya.,78,mention mention mention kalau shopeepay macam dompet online jadi langsung bayar pesan shopee kalau paylater bayar shopee-nya dan tagih waktu tentu misal tgl 25 tiap bulan,netral
@hellwyellw @txtdarionlshop ituu shopee nagih paylater 2x pdhl si buyer pilihnya bayar bulan depan bukan cicilan dan itu udh dibayar tp ditagih lagi,52,mention mention ituu shopee nagih paylater 2x pdhl si buyer pilih bayar bulan depan bukan cicil itu bayar tagih,negatif
Shopee SPayLater yang instalment tu dah keluar fatwa - umat Islam dilarang untuk terlibat dengan sebarang transaksi yang mempunyai unsur riba kerana riba adalah haram dan berdosa besar. https://t.co/Pmj0ZHPmKN,63,shopee spaylater instalment tu dah keluar fatwa - umat islam larang libat sebarang transaksi punya unsur riba rana riba haram dosa besar,negatif
@khansaneira Masih belanja di Shopee krn gak ribet pembayarannya. Cukup di app itu sendiri ada Shopeepay dan SPaylater. Tokped ngeselin harus punya OVO dulu baru kerasa dapet promo. Gak praktis lah musti 2 aplikasi,71,mention belanja shopee ribet bayar cukup app sendiri shopeepay spaylater tokped ngeselin punya ovo dulu baru rasa dapet promo tidak praktis lah musti 2 aplikasi,positif
@antaresonyou 1. klik aja link disitu trs masukin no hp dulu biar dapet voucher 2. download aplikasinya 3. kalo udah ngaktifin paylater aja sampe dapet limit kredit 4. tapi paylaternya gaperlu digunain gapapa biar ga ditagih hehe macem shopee gitu deh 5. selamat mencobaa,98,mention 1 klik aja link situ terus masukin no hp dulu biar dapet voucher 2 download aplikasi 3 kalo ngaktifin paylater aja sampe dapet limit kredit 4 paylaternya gaperlu digunain gapapa biar tagih hehe macem shopee gitu deh 5 selamat mencobaa,positif
@warpopski Daya beli turun jauh efek judol pinjol paylater. Paylater dipake buat beli barang lucu2an murah meriah giliran gajian habis buat bayar. Gak nyisa buat belanja di pasar dan UMKM offline.,70,mention daya beli turun jauh efek judol pinjol paylater paylater dipake buat beli barang lucu2an murah riah gilir gaji habis buat bayar nyisa buat belanja pasar umkm offline,negatif
